,Goldpreis,Goldpreis_gestern
2025-06-18,3390.73,3387.43
2025-06-17,3387.43,3402.93
2025-06-16,3402.93,3444.2
2025-06-15,3444.2,3433.47
2025-06-13,3433.47,3395.97
2025-06-12,3395.97,3365.52
2025-06-11,3365.52,3328.0
2025-06-10,3328.0,3326.86
2025-06-09,3326.86,3318.1
2025-06-08,3318.1,3309.96
2025-06-06,3309.96,3361.97
2025-06-05,3361.97,3378.21
2025-06-04,3378.21,3360.03
2025-06-03,3360.03,3387.48
2025-06-02,3387.48,3310.31
2025-06-01,3310.31,3289.67
2025-05-30,3289.67,3315.6
2025-05-29,3315.6,3259.96
2025-05-28,3259.96,3309.5
2025-05-27,3309.5,3346.21
2025-05-26,3346.21,3342.73
2025-05-25,3342.73,3356.44
2025-05-23,3356.44,3300.12
2025-05-22,3300.12,3320.12
2025-05-21,3320.12,3290.75
2025-05-20,3290.75,3222.64
2025-05-19,3222.64,3234.91
2025-05-18,3234.91,3202.31
2025-05-16,3202.31,3237.25
2025-05-15,3237.25,3186.08
2025-05-14,3186.08,3254.46
2025-05-13,3254.46,3236.87
2025-05-12,3236.87,3287.68
2025-05-11,3287.68,3326.97
2025-05-09,3326.97,3316.47
2025-05-08,3316.47,3376.52
2025-05-07,3376.52,3400.86
2025-05-06,3400.86,3334.17
2025-05-05,3334.17,3248.0
2025-05-04,3248.0,3241.06
2025-05-02,3241.06,3237.4
2025-05-01,3237.4,3272.92
2025-04-30,3272.92,3317.09
2025-04-29,3317.09,3337.74
2025-04-28,3337.74,3302.74
2025-04-27,3302.74,3319.26
2025-04-25,3319.26,3349.03
2025-04-24,3349.03,3316.4
2025-04-23,3316.4,3336.68
2025-04-22,3336.68,3434.67
2025-04-21,3434.67,3348.2
2025-04-20,3348.2,3327.62
2025-04-17,3327.62,3350.21
2025-04-16,3350.21,3251.87
2025-04-15,3251.87,3212.68
2025-04-14,3212.68,3223.9
2025-04-13,3223.9,3237.71
2025-04-11,3237.71,3189.06
2025-04-10,3189.06,3086.91
2025-04-09,3086.91,2978.37
2025-04-08,2978.37,2981.35
2025-04-07,2981.35,3000.13
2025-04-06,3000.13,3038.86
2025-04-04,3038.86,3112.97
2025-04-03,3112.97,3162.74
2025-04-02,3162.74,3115.3
2025-04-01,3115.3,3120.69
2025-03-31,3120.69,3089.25
2025-03-30,3089.25,3085.37
2025-03-28,3085.37,3055.79
2025-03-27,3055.79,3021.78
2025-03-26,3021.78,3021.09
2025-03-25,3021.09,3009.95
2025-03-24,3009.95,3024.8
2025-03-23,3024.8,3023.53
2025-03-21,3023.53,3046.45
2025-03-20,3046.45,3050.18
2025-03-19,3050.18,3031.9
2025-03-18,3031.9,2999.93
2025-03-17,2999.93,2990.12
2025-03-16,2990.12,2986.14
2025-03-14,2986.14,2986.59
2025-03-13,2986.59,2938.18
2025-03-12,2938.18,2915.59
2025-03-11,2915.59,2884.77
2025-03-10,2884.77,2916.36
2025-03-09,2916.36,2911.24
2025-03-07,2911.24,2910.4
2025-03-06,2910.4,2918.32
2025-03-05,2918.32,2914.49
2025-03-04,2914.49,2891.03
2025-03-03,2891.03,2870.86
2025-03-02,2870.86,2858.28
2025-02-28,2858.28,2876.06
2025-02-27,2876.06,2919.3
2025-02-26,2919.3,2918.71
2025-02-25,2918.71,2950.08
2025-02-24,2950.08,2937.01
2025-02-23,2937.01,2936.51
2025-02-21,2936.51,2941.68
2025-02-20,2941.68,2935.52
2025-02-19,2935.52,2934.03
2025-02-18,2934.03,2899.34
2025-02-17,2899.34,2879.44
2025-02-16,2879.44,2882.82
2025-02-14,2882.82,2931.25
2025-02-13,2931.25,2906.14
2025-02-12,2906.14,2898.63
2025-02-11,2898.63,2917.86
2025-02-10,2917.86,2867.69
2025-02-09,2867.69,2861.03
2025-02-07,2861.03,2858.13
2025-02-06,2858.13,2869.28
2025-02-05,2869.28,2841.27
2025-02-04,2841.27,2813.9
2025-02-03,2813.9,2793.81
2025-02-02,2793.81,2799.37
2025-01-31,2799.37,2796.28
2025-01-30,2796.28,2760.37
2025-01-29,2760.37,2762.84
2025-01-28,2762.84,2741.86
2025-01-27,2741.86,2767.67
2025-01-26,2767.67,2771.33
2025-01-24,2771.33,2754.6
2025-01-23,2754.6,2755.59
2025-01-22,2755.59,2744.39
2025-01-21,2744.39,2710.47
2025-01-20,2710.47,2696.56
2025-01-19,2696.56,2702.8
2025-01-17,2702.8,2714.63
2025-01-16,2714.63,2694.99
2025-01-15,2694.99,2675.63
2025-01-14,2675.63,2668.06
2025-01-13,2668.06,2691.17
2025-01-12,2691.17,2689.71
2025-01-10,2689.71,2670.05
2025-01-09,2670.05,2662.7
2025-01-08,2662.7,2649.89
2025-01-07,2649.89,2634.69
2025-01-06,2634.69,2641.1
2025-01-05,2641.1,2640.51
2025-01-03,2640.51,2658.48
2025-01-02,2658.48,2623.86
2025-01-01,2623.86,2624.33
2024-12-31,2624.33,2606.76
2024-12-30,2606.76,2624.17
2024-12-29,2624.17,2621.74
2024-12-27,2621.74,2632.68
2024-12-26,2632.68,2618.6
2024-12-25,2618.6,2616.86
2024-12-24,2616.86,2615.65
2024-12-23,2615.65,2624.38
2024-12-22,2624.38,2623.44
2024-12-21,2623.44,2622.82
2024-12-20,2622.82,2593.63
2024-12-19,2593.63,2588.17
2024-12-18,2588.17,2647.54
2024-12-17,2647.54,2651.82
2024-12-16,2651.82,2651.52
2024-12-15,2651.52,2648.5
2024-12-14,2648.5,2648.44
2024-12-13,2648.44,2680.8
2024-12-12,2680.8,2720.09
2024-12-11,2720.09,2696.11
2024-12-10,2696.11,2660.6
2024-12-09,2660.6,2640.14
2024-12-08,2640.14,2633.13
2024-12-06,2633.13,2633.86
2024-12-05,2633.86,2650.43
2024-12-04,2650.43,2642.85
2024-12-03,2642.85,2642.3
2024-12-02,2642.3,2645.83
2024-12-01,2645.83,2650.5
2024-11-29,2650.5,2638.83
2024-11-28,2638.83,2637.13
2024-11-27,2637.13,2632.36
2024-11-26,2632.36,2610.49
2024-11-25,2610.49,2719.92
2024-11-24,2719.92,2715.67
2024-11-22,2715.67,2669.24
2024-11-21,2669.24,2652.26
2024-11-20,2652.26,2635.21
2024-11-19,2635.21,2612.73
2024-11-18,2612.73,2571.49
2024-11-17,2571.49,2563.19
2024-11-15,2563.19,2566.95
2024-11-14,2566.95,2570.97
2024-11-13,2570.97,2599.03
2024-11-12,2599.03,2624.08
2024-11-11,2624.08,2685.72
2024-11-10,2685.72,2684.77
2024-11-08,2684.77,2706.98
2024-11-07,2706.98,2664.12
2024-11-06,2664.12,2745.74
2024-11-05,2745.74,2736.09
2024-11-04,2736.09,2738.42
2024-11-03,2738.42,2736.75
2024-11-01,2736.75,2746.75
2024-10-31,2746.75,2785.48
2024-10-30,2785.48,2775.09
2024-10-29,2775.09,2744.54
2024-10-28,2744.54,2735.87
2024-10-27,2735.87,2747.38
2024-10-25,2747.38,2733.89
2024-10-24,2733.89,2721.37
2024-10-23,2721.37,2746.62
2024-10-22,2746.62,2721.53
2024-10-21,2721.53,2723.56
2024-10-20,2723.56,2721.86
2024-10-18,2721.86,2693.82
2024-10-17,2693.82,2674.2
2024-10-16,2674.2,2660.55
2024-10-15,2660.55,2649.49
2024-10-14,2649.49,2648.14
2024-10-13,2648.14,2656.97
2024-10-11,2656.97,2633.25
2024-10-10,2633.25,2608.47
2024-10-09,2608.47,2622.01
2024-10-08,2622.01,2643.06
2024-10-07,2643.06,2650.24
2024-10-06,2650.24,2653.63
2024-10-04,2653.63,2655.91
2024-10-03,2655.91,2660.38
2024-10-02,2660.38,2660.43
2024-10-01,2660.43,2635.73
2024-09-30,2635.73,2663.65
2024-09-29,2663.65,2658.18
2024-09-27,2658.18,2672.72
2024-09-26,2672.72,2656.38
2024-09-25,2656.38,2658.27
2024-09-24,2658.27,2626.4
2024-09-23,2626.4,2620.29
2024-09-22,2620.29,2622.23
2024-09-20,2622.23,2587.3
2024-09-19,2587.3,2559.36
2024-09-18,2559.36,2574.18
2024-09-17,2574.18,2583.74
2024-09-16,2583.74,2579.23
2024-09-15,2579.23,2579.08
2024-09-13,2579.08,2558.59
2024-09-12,2558.59,2511.99
2024-09-11,2511.99,2518.8
2024-09-10,2518.8,2506.86
2024-09-09,2506.86,2496.96
2024-09-08,2496.96,2497.53
2024-09-06,2497.53,2517.32
2024-09-05,2517.32,2495.94
2024-09-04,2495.94,2493.38
2024-09-03,2493.38,2497.31
2024-09-02,2497.31,2503.13
2024-09-01,2503.13,2503.12
2024-08-30,2503.12,2519.67
2024-08-29,2519.67,2508.2
2024-08-28,2508.2,2525.4
2024-08-27,2525.4,2515.57
2024-08-26,2515.57,2516.03
2024-08-25,2516.03,2512.58
2024-08-23,2512.58,2487.66
2024-08-22,2487.66,2512.86
2024-08-21,2512.86,2513.03
2024-08-20,2513.03,2503.71
2024-08-19,2503.71,2506.51
2024-08-18,2506.51,2508.11
2024-08-16,2508.11,2457.42
2024-08-15,2457.42,2449.51
2024-08-14,2449.51,2464.21
2024-08-13,2464.21,2475.67
2024-08-12,2475.67,2428.0
2024-08-11,2428.0,2430.93
2024-08-09,2430.93,2424.63
2024-08-08,2424.63,2384.91
2024-08-07,2384.91,2383.94
2024-08-06,2383.94,2404.85
2024-08-05,2404.85,2441.04
2024-08-04,2441.04,2442.03
2024-08-02,2442.03,2445.91
2024-08-01,2445.91,2445.84
2024-07-31,2445.84,2409.92
2024-07-30,2409.92,2381.25
2024-07-29,2381.25,2397.16
2024-07-28,2397.16,2387.19
2024-07-26,2387.19,2363.91
2024-07-25,2363.91,2398.71
2024-07-24,2398.71,2408.64
2024-07-23,2408.64,2395.86
2024-07-22,2395.86,2411.52
2024-07-21,2411.52,2400.95
2024-07-19,2400.95,2441.31
2024-07-18,2441.31,2461.36
2024-07-17,2461.36,2468.33
2024-07-16,2468.33,2422.68
2024-07-15,2422.68,2408.77
2024-07-14,2408.77,2411.69
2024-07-12,2411.69,2415.95
2024-07-11,2415.95,2372.95
2024-07-10,2372.95,2365.07
2024-07-09,2365.07,2361.76
2024-07-08,2361.76,2386.2
2024-07-07,2386.2,2392.01
2024-07-05,2392.01,2356.75
2024-07-04,2356.75,2358.84
2024-07-03,2358.84,2330.3
2024-07-02,2330.3,2332.38
2024-07-01,2332.38,2325.06
2024-06-30,2325.06,2326.72
2024-06-28,2326.72,2327.87
2024-06-27,2327.87,2298.51
2024-06-26,2298.51,2320.06
2024-06-25,2320.06,2330.91
2024-06-24,2330.91,2319.21
2024-06-23,2319.21,2321.73
2024-06-21,2321.73,2360.95
2024-06-20,2360.95,2329.5
2024-06-19,2329.5,2328.35
2024-06-18,2328.35,2320.78
2024-06-17,2320.78,2328.91
2024-06-16,2328.91,2333.07
2024-06-14,2333.07,2302.47
2024-06-13,2302.47,2320.69
2024-06-12,2320.69,2315.17
2024-06-11,2315.17,2309.98
2024-06-10,2309.98,2298.55
2024-06-09,2298.55,2293.99
2024-06-07,2293.99,2376.87
2024-06-06,2376.87,2355.1
2024-06-05,2355.1,2328.89
2024-06-04,2328.89,2350.69
2024-06-03,2350.69,2325.98
2024-06-02,2325.98,2327.26
2024-05-31,2327.26,2344.11
2024-05-30,2344.11,2338.46
2024-05-29,2338.46,2359.88
2024-05-28,2359.88,2352.52
2024-05-27,2352.52,2337.26
2024-05-26,2337.26,2333.83
2024-05-24,2333.83,2332.08
2024-05-23,2332.08,2382.25
2024-05-22,2382.25,2421.82
2024-05-21,2421.82,2426.27
2024-05-20,2426.27,2420.34
2024-05-19,2420.34,2413.96
2024-05-17,2413.96,2377.9
2024-05-16,2377.9,2391.89
2024-05-15,2391.89,2355.87
2024-05-14,2355.87,2338.43
2024-05-13,2338.43,2360.53
2024-05-12,2360.53,2360.42
2024-05-10,2360.42,2346.66
2024-05-09,2346.66,2308.86
2024-05-08,2308.86,2315.22
2024-05-07,2315.22,2326.06
2024-05-06,2326.06,2294.07
2024-05-05,2294.07,2301.8
2024-05-03,2301.8,2304.29
2024-05-02,2304.29,2323.94
2024-05-01,2323.94,2291.39
2024-04-30,2291.39,2333.26
2024-04-29,2333.26,2336.08
2024-04-28,2336.08,2337.81
2024-04-26,2337.81,2330.71
2024-04-25,2330.71,2316.3
2024-04-24,2316.3,2323.38
2024-04-23,2323.38,2333.87
2024-04-22,2333.87,2386.54
2024-04-21,2386.54,2391.36
2024-04-19,2391.36,2379.94
2024-04-18,2379.94,2367.9
2024-04-17,2367.9,2382.74
2024-04-16,2382.74,2382.06
2024-04-15,2382.06,2364.79
2024-04-14,2364.79,2344.31
2024-04-12,2344.31,2376.95
2024-04-11,2376.95,2335.62
2024-04-10,2335.62,2355.03
2024-04-09,2355.03,2338.86
2024-04-08,2338.86,2311.32
2024-04-07,2311.32,2329.59
2024-04-05,2329.59,2288.82
2024-04-04,2288.82,2297.57
2024-04-03,2297.57,2280.01
2024-04-02,2280.01,2249.11
2024-04-01,2249.11,2246.08
2024-03-31,2246.08,2233.04
2024-03-28,2233.04,2190.79
2024-03-27,2190.79,2179.58
2024-03-26,2179.58,2173.01
2024-03-25,2173.01,2168.43
